text;gun-control
Especificamente, no brasil, acho que deveria ser algo em aberto, no sentido de quem sente necessidade do porte de arma, poderia ter, e quem não faz questão, era somente não ter.;neutral
As armas de fogo não devem ser permitidas para a população geral porque poderia trazer riscos pelos motivos mais banais possíveis, e não resolveria de forma alguma os problemas de violência e crimes. Resumidamente, só traz mais problemas para a sociedade;against
Sim, sou favorável, pelo fato de não vivermos em um pais seguro e livres da violência. Com a aprovação do porte de armas para cidadão, venha inibir um pouco mais a violência que assola nosso País. No qual não temos o direito de ir e vir pelo simples fato de não saber se vamos chegar em nossas casa com segurança.;for
No meu ponto de vista, é improdutivo permitir que o cidadão comum possa ter porte de armas, em relação a diminuição da violência no geral. Mesmo entendendo que há pessoas que tenham interesse de portar armas para a prática do tiro esportivo ou para defesa pessoal, esse benefício é, ao meu ver, inferior ao ganho de se erradicar a possibilidade de homicídios não intencionais gerados pelo uso de armas de fogo de maneira imprudente.;against
Minha resposta não é por convicção ideológica e sim por questões práticas. Entendo que exigiria um nível de fiscalização e controle que o estado brasileiro é simplesmente incapaz de oferecer, pelo menos pelos próximos 20 ou 30 anos (se um dia vier a oferecer). E esse talvez fosse o tempo apenas para chegar ao nível atual dos Estados Unidos, que é considerado por alguns como insuficiente.;against
o porte de armas por parte da população não resultaria necessariamente em uma melhoria na segurança das pessoas que obtivessem o direito de portar armas. Isso fica evidente quando observamos os casos de violência com armas legais nos estados unidos, ou como essas armas muitas vezes acabam por ser mais um caminho para espoliar a população mais pobre e negada de certas esferas de consumo, infligindo-lhes penas de morte sem que haja julgamento legal;against
Violência gera violência e no mundo de hoje o que mais se vê é violência e um povo cada vez menos paciente e gentil com o próximo, colocar uma arma na mão de um despreparado mesmo que faça curso ou algo do tipo, não justifica.;against
Acredito que todos devem ser livres para escolherem o que acharem melhor, no entanto, no momento tal liberdade do indivíduo não deve interferir na liberdade do outro. No caso do porte de armas, a liberação do porte de armas sem um controle rígido pode gerar ainda mais violência e prejuízo à sociedade como um todo. Desse modo, acredito que o porte de armas pode ser liberado, mas com restrições. Não acredito que o porte de armas vai resolver o problema da violência do país, já que a violência é resultado de outros fatores bem mais complexos.;neutral
Apesar do livre arbítrio, essa questão deve ser vista com muita cautela, uma vez que na mão de pessoas erradas, o porte de arma pode, justamente, ferir o direito humano já que algum tipo de tiroteio em massa pode ser extremamente perigoso. Além disso, já foi comprovado que locais onde houve proibição das armas, a ocorrência de assassinatos em massa tenderam a reduzir.;neutral
O porte deve ser regulamentado. Entre a liberação total ou geral e a proibição total ou geral. Certo é que a aquisição do porte deve passar um exame rigoroso.;neutral
Por mais que o bandido esteja armado e que, por legítima defesa, o cidadão comum tenha o direito de se defender, o porte proliferado de arma representa um risco à família brasileira, visto que nem todos portadores teriam habilidade técnica e emocional para lidar com o poder de fogo.;against
Acredito que o porte de armas tenha o lado positivo e também o lado negativo. O lado positivo é o fato de que as pessoas poderiam ter maior proteção ou pelo menos uma maior sensação de proteção. O lado negativo é que o Brasil provavelmente não esteja amadurecido o suficiente para esse tipo de medida.;neutral
não é uma resposta efetiva para a violência, na verdade facilita ainda mais que isso ocorra e respostas a violência de forma irresponsável com esse fácil acesso as armas;against
Todo cidadão tem direito de se defender de qualquer forma, inclusive portando armas Com isso o porte de arma deveria ser legalizado e as armas estariam em mãos corretas.;for
Eu acredito que o maior acesso a armas letais eleva o risco de violência (ativa e reativa) na sociedade. Acredito que o argumento que o porte de arma pelo cidadão de bem ajuda a revidar e prevenir violência sofrida por ele tem pouco fundamento empírico. Acredito que o argumento que armas ilegais continuarão existindo irrelevante, pois a questão de fiscalização e combate ao tráfico de armas distinta da decisão sobre porte de armas.;against
armas foram criadas com um objetivo, machucar os outros. O que observo atualmente é que há uma instabilidade na população no que concerne respeito a opinião do próximo. Há falta de respeito e preconceito para com pessoas de outra opinião política, cor de pele, opção sexual, etc. Essa intolerância, aliada as facilidades que as armas propiciam, podem ocasionar em casos de massacres como os vistos nos EUA;against
O cidadão comum não deve se preocupar com esse tipo de questão no seu dia a dia. De fato, dificilmente nos deparamos em situações onde o uso de uma arma seria necessário. Acredito que uma melhora na segurança pública já seria suficiente.;against
O porte de armas é fundamental para o exercício da legítima defesa, então é inconcebível que seja proibido. Aqui, estamos falando não só da defesa contra criminosos, mas também da própria capacidade da sociedade civil se organizar e se defender contra eventuais tiranias estatais.;for
Não devemos impedir a violência através de violência. Os problemas que temos decorrente de armas não será solucionado permitindo que outras pessoas também tenham porte de armas. Vamos pensar na violência resultante que teremos. Isso sem contar com o fato de que pessoas isentas poderão sofrer com esta liberação, já que estarão mais suscetíveis a acidentes por balas perdidas, por exemplo.;against
O porte de armas deveria ser melhor controlado. Se for para liberar o porte então tem que ter um maior controle, exigir exames psicológicos e estudo da vida da pessoa que quer adquirir o porte.;neutral
Existem lados positivos e negativos sobre o assunto. O lado positivo seria a segurança das pessoas em casa, tendo uma defesa que não seja somente a polícia. O lado negativo seria um aumento extraordinário na violência.;neutral
Eu não vejo problema com o porte de armas ser legalizado, porque quem mata são as pessoas, e não as armas sozinhas (se uma pessoa quer matar outra, ela pode conseguir fazer isso de outras formas que não sejam apenas através de armas de fogo).;neutral
Vivemos em um país em que o porte de arma é ilegal, ao mesmo tempo, que a mesma circula de forma legal. Devido a isso, nosso país enfrenta tantos problemas de violência. No Brasil, as áreas com maior porte de arma são em cidades grandes, especialmente as favelas, reflexo disso são as inúmeras mortes, arrastões etc. Então, provavelmente não seria legal cidadão comum ter posse de arma, pois os que são considerados bandidos hoje um dia foram cidadãos de bem e não possuíam armas em suas mãos.;against
o porte de armas existe no Brasil. só que e muito burocrático. A pessoa tem que ser idônea, passar por teste psicológico, fazer teste de auto defesa.;neutral
O ser humano, em geral, não é maduro o suficiente para ter o porte de armas. A melhor forma de defesa pessoal é investir no desenvolvimento de empatia entre as pessoas.;against
O porte de armas deveria ser feito de maneira controlada e altamente supervisionada. Infelizmente, acredito que aqui no Brasil isso não será feito de maneira controlada.;neutral
Despreparo total das pessoas. Descontrole governamental. O porte de armas não vai diminuir a violência no brasil, ou em qualquer outro lugar do mundo.;neutral
Não acredito que o armamento do cidadão seja a solução para a violência, nem mesmo como forma paliativa. Hoje o Brasil está entre os dez países que mais matam com armas de fogo no mundo e acredito que o porte de arma, na mão de um povo sem educação, só aumentaria estes índices. Além disso, vale ressaltar que, pelo menos no aspecto de porte de armas, não é adequado comparar o Brasil com outros países como a Suíça, que possui uma população altamente armada e com baixos índices de violência, pois obviamente a outros muito fatores como educação e liberdade econômica que interferem na análise.;against
A sociedade não dá mais o mesmo valor a vida por isso, um simples desagrado pode ser visto como motivo para usar o porte de arma como ameaça muito mais do que defesa.;against
Acho imoral o controle de qualquer produto pelo estado. Creio também que restringir armas com o argumento de redução da violência é um pouco tolo. Qualquer objeto pode ser uma arma. Ferimentos de faca são muito mais letais do que ferimentos de disparos de arma de fogo. Enfim, eu acho um tanto cômico que o estado use de armas de fogo para atentar contra o cidadão quando ele possui uma arma de fogo;for
O controle das fronteiras de países grandes é ineficiente em todo o mundo. Além disso, o próprio controle interno da violência brasileiro é precário. Esses dois fatores, aliados à corrupção dos próprios policiais, tornam o controle de armas dos criminosos utópico. Dessa forma, uma maneira do cidadão de bem se defender, já que o Estado atual é incapaz, é o porte de arma. Alemanha e Suécia são países com 30 armas por 100 habitantes e possuem baixios índices de homicídio.;for
Depende de a pessoa ter um discernimento lógico e humanitário necessário para ter a responsabilidade e sofrer consequências de seus atos e escolhas a partir do momento em que possui em mãos um objeto que agirá provavelmente em definitivo na vida de outra pessoa, sabendo avaliar situações e convivendo responsavelmente com suas repercussões. E dependendo do país, tanto a cultura quanto o nível educacional da população quanto o índice de violência deveriam ser avaliados e levados em consideração para tal decisão.;neutral
Não tenho muito segurança em dizer que um cidadão armado poderia evitar um assalto/crime. Acredito que, em muitos casos, uma reação poderia gerar um desastre maior. Acredito que deveríamos tentar resolver a criminalidade aumentando a qualidade da educação e dando mais oportunidades a todos. Não acho que armar as duas partes, criminoso e cidadão, resolva o problema.;against
Existe uma falsa hipótese de que portar uma arma traz segurança para o indivíduo, porém isso na verdade pode ter efeito reverso e contribuir ainda mais para a violência. A arma é algo de efeito imediato que pode acabar com vidas em momentos que a pessoa não está completamente lucida.;against
Amparados pelo direito de defesa da propriedade, o porte de arma legalizado abriria a liberdade para o cidadão escolher se deseja portar arma ou não. Obviamente a obtenção do porte deve ser extremamente controlada;for
Não sou a favor do porte de armas, pois acredito que isso só aumentaria a violência e não acredito que portar uma arma seja medida de proteção pelos seguintes motivos: (a) o criminoso tem o elemento surpresa e portar uma arma aumentaria as chances dele reagir à altura, (b) não existem evidências de que sociedades onde o porte de armas seja legalizado sejam menos violentas, (c) portar uma arma pode ser mais um motivo para a ação de bandidos interessados na arma de quem porta, (d) a presença de armas de fogo no lar pode ser causa de acidentes com crianças e crimes passionais, entre outros.;against
Atualmente, em um país como o nosso, onde o porte de armas por cidadãos comuns é proibido, porém a utilização recorrente e facilidade de aquisição por marginais é instaurada de forma comum, além da falta de segurança encontrada pelo cidadão ao sair nas ruas e não possuir o apoio da polícia, seja ela de qualquer patamar, mostra que os únicos que sofrem desvantagem são aqueles que batalham todos os dias para conseguir sua vida de forma digna.;for
Acredito que ninguém além das forças policiais e de segurança deveriam ter acesso a armas. Porém ainda tenho ressalvas em alguns casos e pouca informação pra ter a opinião completamente formada.;against
Não concordo com o porte armas de fogo aqui no Brasil. Pois na sociedade atual em que vivemos, algumas pessoas, não todas, iriam conseguir usar da forma correta. Como por exemplo, em uma simples discussão, um portador de arma de fogo, pode simplesmente pegar a sua arma e atingir o próximo sem ter a necessidade para tal. Creio que isso seja um risco grande no Brasil, iria apenas aumentar a violência.;against
Qualquer pessoa de boa conduta, que possua treinamento para sua utilização e que não possua problema psicológico deveria poder possuir porte de arma para defender sua casa. A polícia não está conseguindo garantir a segurança.;for
Sou contra o porte pessoal, mas não tenho a mesma convicção quanto a ter arma em casa. Legalizar e disseminar o porte de armas seria facilitar o seu uso, com consequências irreversíveis. O ônus da segurança é do Estado.;against
Por ser a favor das liberdades individuais e entender que não cabe a um Estado, que não me fornece a segurança necessária, dizer o que eu posso ou não utilizar para me defender de ataques de terceiros.;for
"Quando se fala em ""armas"" em geral (e especialmente no Brasil), nada de bom vem à minha cabeça, mas se você considerar todos os problemas que a polícia enfrenta atualmente como despreparo, baixos salários e corrupção, talvez não seja uma ideia tão ruim assim permitir que a população possa resolver por si só parte do problema da segurança pública.";neutral
Relacionando os índices de violência de países com porte e sem porte é simples inferir que mais armas = maior chance de fatalidades. O Brasil tem um dos maiores índices de violência do mundo, o que só pioraria com a liberação do porte.;against
Já vivemos em uma sociedade violenta demais, o porte de armas só vai estimular ainda mais essa violência. Sem o porte de armas as pessoas já estão se matando por motivos pífios, imagine com a liberação do porte de armas.;against
Em teoria, deveríamos deixar o porte de arma a cargo de cada indivíduo. Porém, armas foram feitas para matar, sendo assim, não acho que faz sentido qualquer cidadão tenha a possibilidade de ter armas. O que esse cidadão deseja? Matar alguém? Talvez, ter a sensação de segurança? A sensação de segurança deve ser buscada por meio do Estado dando mais policiamento, garantindo a punição daqueles que cometem crime. Não é tendo uma arma que resolveremos a segurança do mundo.;against
Sou contra, porém, quando as armas de fogo podem ser acessadas pelos bandidos - mesmo que por meios ilegais - é um problema. Estes abordarão os cidadãos de bem sem muitas preocupações, já que o porte de armas não seria legalizado, e consequentemente não haveria formas de o cidadão comum se defender no mesmo nível de armas do assaltante.;against
Acredito que o porte de armas é uma questão de segurança pública, e o porte de armas aumenta o número de situações de violência, em especial a violência doméstica e em escolas;against
Basta uma pesquisa simples pra se constatar a correlação entre leis menos rígidas no controle de armas e as mortes por armas, tanto suicídios, homicídios e acidentes. Em situações ideais a capacitação de um civil para operar um equipamento desses já é questionável, e a situação se agrava ainda mais no Brasil, país que sofre de déficit educacional desde sempre e politicamente em falta. O mais importante é desescalonar quaisquer conflitos, não solucioná-los de maneira tão cabal e violenta.;against
Proteção, porém perigoso.;neutral
Provavelmente não, porque, além de não ser qualquer cidadão que sabe manejar uma arma, ele pode não ter a responsabilidade e mente treinada para julgar e agir nas situações em que usaria uma arma, mesmo sendo para defesa pessoal.;against
Acho que na sociedade o problema de se fazer justiça é mais complexo, e está relacionado a mais fatores educacionais do que simplesmente resolver de forma reativa a uma situação.;against
A sociedade brasileira não está preparada para que seja liberado o porte de armas. Na minha opinião devem ser aplicados testes, assim como para dirigir um carro, e como ainda há muita corrupção com diversos documentos, não seria diferente com o porte de armas. Além disso, é preciso entender que grande parte dos brasileiros ainda possui baixo grau de instrução, o que leva a dificuldades de relacionamento e violência exagerada em uma discussão. Com armas disponíveis a chance de um acidente desnecessário é muito maior.;against
Da forma mais simples de justificar essa opinião, dar o possibilidade do porte de armas para o cidadão comum não contribuiria para atenuar a violência e sim aumentá-la. O número de assaltos armados iria aumentar, visto que não são todos que iriam optar por portar uma arma. O certo seria continuar o uso de armas por pessoas autorizadas, e combater o contrabando e o porte ilegal de armas.;against
Acredito que o porte de arma de fogo não deve ser legalizado, uma vez que qualquer pessoa que esteja nervosa pode sair atirando em qualquer outro indivíduo que o deixe aborrecido. A legalização do porte de armas apenas agravaria uma sociedade que já possuí níveis de violência iguais ao de países em guerra.;against
As pessoas que defendem o porte de armar alegam utilizá-las para sua própria segurança, mas não há nada que comprove isso. É só tomar os Estados Unidos como exemplo, onde o porte de armas é legalizado e nem por isso a segurança deles é muito melhor que a nossa. E ainda por cima, há os diversos massacres realizados por pessoas desequilibradas que conseguem burlar os testes para obtenção da licença. As pessoas já cometem atos violentos sem acesso a armas de fogo, não gosto de imaginar como seria se qualquer pessoa pudesse possuir uma arma.;against
"Respondi que provavelmente não baseado em meus ""instintos"". Confesso que me faltam informações sobre o assunto, pois nunca realmente analisei os índices de criminalidade e o contexto histórico de países que legalizaram o porte de armas, sendo que não sei ao certo as mudanças reais que tal ato causou. Sendo assim, minha opinião é baseada no pouco que já li e ouvi. Há argumentos de pessoas dizendo que ""bandidos já tem fácil acesso às armas, o único que sofre é o cidadão de bem"". Por mais que tal argumento tenha certo apelo, creio que lhe falta pensar mais adiante. Eu sinceramente creio que as pessoas mudam quando lhes é dada poder, seja essa mudança boa ou má. Sim, é um fato que, no Brasil, quem procura comprar armas, as encontra. Por isso que muitos bandidos têm armas, mesmo que simples pistolas. Porém, nada me convence de que liberar armas ao resto da população é uma solução para tal problema. Tal ato me parece, na verdade, ""remendar"" o problema, evitando assim atacar sua verdadeira causa: a miséria, ignorância e pobreza de grande parte da população. Por mais burocrático que fosse o processo para se conseguir acesso a uma arma, creio que insegurança aumentaria muito. Afinal, em momentos de grande estresse e raiva, não me parece muito difícil imaginar uma pessoa considerada comum recorrer a meios extremos para resolver seus assuntos.";against
O porte de armas não pode ser legalizado, pois acredito que a sociedade não esteja preparada para ter esse poder dentro de casa, assim como as pessoas não tem estrutura, cultura e educação para lidar com isso.;neutral
Violência só gera mais violência. Entendo as pessoas que olham para nossa situação social hoje e por medo se sentem atraídas pela ideia de ter uma arma, mas a verdade é que essa seria no máximo um ataque ao sintoma e não à verdadeira causa. Pessoalmente eu acredito nem o sintoma seria tratado, mas sim a situação se agravaria com ainda mais assassinatos e banalização da violência no nosso dia-a-dia.;against
A principal funcionalidade de uma arma é matar, podendo ser um humano ou um animal, e só por esse motivo já seria suficiente para mim proibir o porte de armas, sou contra tirar a vida de forma geral. Também posso dizer que a maioria das pessoas não consegue se controlar em um momento de fúria, e no dia-a-dia estressante das cidades, podemos ter um aumento no número de tragédias se mais pessoas tiverem acesso a armas.;against
Isso é algo que pode ser implantado, mas de maneira mais lenta para que não seja qualquer pessoa que tenha acesso à armas de fogo. Creio que primeiramente quem trabalha com segurança (pública ou privada) e posteriormente que já possui porte e tenha passado frequentemente por exames psicológicos.;against
o problema é a quem dar arma... imagina pessoas que não são do bem portando armas! as pessoas falam : ah mas os bandidos já usam armas! o fato é que determinadas pessoas com uma arma na mão podem se tornar bandidos, porque não têm a menor estrutura emocional pra portar uma.;against
"O porte de armas traz a ilusão de que vamos nos proteger de qualquer mal. Minha opinião é de que apenas iria aumentar a violência e taxa de suicídio, portanto não faz sentido liberar porte de armas a cidadãos comuns.  Atualmente já existe a possibilidade de obter porte de armas, mediante a solicitação justificada.  Servi um ano o exército voluntariamente, me formei como aspirante a oficial e durante meu ano militar eu era responsável por duas armas, era horrível ter que portar armas, estive em uma situação que tive que cogitar atirar em alguém e foi horrível, mesmo com sua vida em risco, se você tem um pingo de bom senso você irá questionar se aquela pessoa deve morrer por você.  Na minha opinião, pessoas mal-intencionadas conseguem se armar independentemente da legislação de porte de arma. Caso fosse liberado o porte de arma, essas pessoas iriam continuar adquirindo as armas de forma ilegal, ou seja, não afetaria diretamente essas pessoas.  Acredito que a justificativa para liberar armas seria justamente a questão de ""nos proteger"", porém, só iria intensificar a violência, gerando ainda mais insegurança nas ruas, fazendo com que as pessoas se armassem mais ainda, deixando de fazer sentido.";against
"Se o cidadão tivesse direito a porte de armas em algum momento do seu cotidiano - como uma briga, discussão ou qualquer situação que não fosse de seu agrado - ele usaria a arma e provavelmente iria ferir uma outra pessoa, ou seja, seria um ""gatilho"" para que problemas fossem resolvidos de forma mais violenta.";against
O porte de arma para um civil gera um maior número de armas nas ruas, mas isso não significa mais segurança. Essa não é a forma de se reduzir índices de violência.;against
O porte de armas deve ser restrito aqueles que prestam serviço de segurança pública à sociedade. É possível observar que não existe correlação entre liberação de armas e segurança pública. Portanto, não há a necessidade de liberação de armas, uma vez que não existe dados que contribuam na aceitação da hipótese. Outro ponto, dado um país tão desigual, as armas seriam involuntariamente liberadas principalmente para pessoas de alta renda, dado o preço de compra e posse de arma.;against
Diversos países possuem porte de arma, e estes são certamente menos violentos que o Brasil. Acredito que seria melhor que a situação atual, mesmo não sendo a situação perfeita.;for
Eu não tenho nenhuma opinião muito forte quanto a isso. Apesar de eu preferir uma cultura sem armas, acho que talvez a possibilidade de andar com armas poderia não fazer mal, pois daria as pessoas uma forma de se proteger. Mas isso viria acompanhado de outros problemas, por que bastaria uma pessoa de pavio curto para causar danos irreversíveis.;neutral
Acho inadmissível, pois as pessoas podem usar sem nenhum motivo. Em países onde há essa legalização o governo não consegue controlar quem compra e quem vende tornando impune alguns criminosos!;against
Acredito que os cidadãos comuns não deveriam ter o direito a portar armas porque a violência e a insegurança poderiam aumentar, assim como ocorreu em casos recentes nos Estados Unidos, por exemplo, país no qual o porte de armas é legal.;against
Acredito que seja uma discussão de relevância menor, aparentemente não há uma correlação tão forte entre acesso às armas e níveis de violência de um país. Nesse cenário, acredito que seja um tanto indiferente o porte ou não de armas, sendo outros fatores mais decisivos para violência.  Entretanto, fácil acesso às armas facilitam acidentes e massacres por pessoas insuspeitas, o que me faz ser contra a comercialização de armas indiscriminada.;neutral
"Vamos começar analisando um jogo de futebol. Imagine que venha a acontecer uma final de campeonato entre dois times brasileiros com um longo histórico de rivalidade. Ao final da partida, um time será vencedor, o outro o perdedor. Porém, ao final da partida, as duas torcidas acabam se enfrentando com paus, pedras, armas brancas em geral, ou simplesmente ""na mão"". Essa situação hipotética é a realidade de não muito tempo atrás. Pessoas morreram nesses confrontos. Agora imagine se essa parcela da população estivesse com porte de armas de fogo. Isso ocorreu por disputas entre times de futebol, por questões de lazer. Imagine trazer essa rivalidade, esse ódio para disputas religiosas, ideológicas. Como terminariam as passeatas pró e contra o impeachment de 2016? O ódio e a raiva estão enraizados na cultura da população brasileira, no momento, armar a população só iria fomentar ainda mais esse ódio. Além do mais, se fosse permitido o porte de armas, seria necessário um teste psicológico de treinamento rigorosos para quem fosse possuir uma arma, e vemos que isso não daria certo, já que a própria polícia não é preparada para manusear uma arma com responsabilidade: morte de inocentes por engano, bala perdida, morte do(a) amante da(o) cônjuge, etc. Talvez a própria natureza do ser humano seja violenta, e entregar armas nas mãos dos cidadãos comuns acabe por fomentar essa natureza ainda mais.";against
Sempre há casos em que é necessário, mas no geral, não é necessário, o que precisamos é de mais segurança nas ruas, não que cada cidadão individualmente tenha que se proteger, sem contar que elas geram muitos problemas e mais mortes em países que a legalizaram como os EUA em que há muitos casos de arma nas escolas, ou seja, definitivamente não é a solução.;against
A sociedade brasileira ainda precisa desenvolver muito mais questões básicas como educação antes de aprovar uma medida dessas pois, as consequências podem ser severas.;neutral
O Estado não tem a capacidade de garantir a proteção individual eficazmente, logo faz-se necessário dar ao cidadão a possibilidade de se proteger de criminosos que ameacem a sua vida. Acredito também que a permissão do porte e posse de armas por pessoas comuns leva a uma mudança de mentalidade social, pois o criminoso deixa de ser visto como uma espécie de vítima social e passa a ser visto como ele realmente é, uma pessoa má cuja punição pelos seus atos são algo plenamente correto e justo.;for
Esse direito num país onde a educação em geral não é das melhores irá causar mais problemas do que ajudar e além disso a segurança deveria ser papel da polícia etc. pois são treinados para isso.;against
Uma das justificativas para o porte de armas ao cidadão comum é que este poderia se defender melhor dos crimes contra si. Recentemente, a BBC publicou uma reportagem que dizia como o Japão quase extinguiu mortes por armas de fogo e uma parte da solução é justamente diminuir a concessão de porte de armas à população. Eu acredito mais em outras soluções para o problema da segurança como investimentos em educação e criação de empregos.;against
O direito à liberdade e propriedade, deve ser priorizado acima do direito de controle do Estado, limitar quem queira ter uma arma, seja por esporte, defesa ou qualquer outro motiva faria com que o Estado assuma a responsabilidade individual, sendo assim, isenta o indivíduo de suas próprias decisões.;for
