text;abortion
O aborto deve ser legalizado, existem casais que não estão preparados para terem filhos. O que é mais ético? O aborto, ou dar luz a uma criança sem perspectiva de vida?  Além deste ponto, existem os casos de estupro, que é mais do que óbvio que deveria ser o direito da mulher abortar o filho de seu estuprador.;for
Acredito que o aborto deva ser legalizado, levando em consideração a formação completa do cérebro. Enquanto não tem formação completa do cérebro, o aborto deve ser legalizado.;for
Como o abandono, por parte do pai, de crianças, mesmo que ainda não nascidas, é algo extremamente presente na nossa sociedade e a gravidez é um assunto da esfera da saúde acredito que o aborto possa ser uma solução.;for
A legalização do aborto é algo necessário para a saúde da mulher, hoje em dia muitas mulheres fazer aborto sem a menor assistência médica arriscando assim suas vidas. Também acho que existe muito machismo ainda ao redor desse tema, tenho certeza que se homem engravidasse o aborto já seria legalizado a muito tempo.;for
Acredito que cada indivíduo precisa ser hegemônico no que tange a decisões que impactem seu corpo, sua saúde( física e mental ) e o curso da sua vida. E se deixarmos de lado a perspectiva religiosa e olharmos para esse tema em termos de saúde pública e bem estar coletivo a legalização vai ser uma grande aliada na diminuição de mortes de milhares de mulheres que morrem tentando fazer abortos ilegais.;for
Considerando uma sociedade onde é necessário recursos financeiros para cuidar e criar uma criança. A legalização seria uma forma de evitar mais sofrimento à longo prazo. O aborto pode ser triste e dolorido, porém passar dificuldades de cuidar não só da criança e da família, se existir, pode ser mais complicado ainda.;neutral
Sou a favor do aborto somente em caso de estupro ou de acefalia do feto. Uma gravidez pode ser prevenida com a utilização de métodos contraceptivos acessíveis nos postos de saúde – camisinha, pílula anticoncepcional e pílula do dia seguinte. Sim, a mulher tem poder sobre o próprio corpo, entretanto, um feto é uma vida a parte.;against
meu corpo minhas regras. você pode ser contra você fazer isso com o seu corpo, mas não pode mandar no corpo de outra pessoa. quanto antes for liberado, menor a agressão física e mais adequado será o procedimento legalizado, num hospital. ;for
É imprescindível falar que o corpo da mulher pertence a ela e que portanto, caberia a ela decidir o que fazer com seu próprio corpo, talvez apenas este argumento não seja o bastante, mas é valido pensar nele principalmente nas primeiras semanas de gestação.;for
Sei que uma questão muito delicada e de difícil aceitação. Penso que deveria ser uma opção individual amparada pelo poder público e sem julgamento de valores pela sociedade. É uma luta social para que o indivíduo seja respeitado.;for
Não tenho tanta certeza sobre a legalização do aborto, contudo, penso que é uma decisão que deva ser debatida entre as mulheres, visto que as consequências recaem sobre elas. Do ponto de vista moral eu não sei dizer se concordo ou não, mas não compete a mim.;neutral
O aborto deve ser legalizado, mas deve ser limitado até um período de gestação de forma que haja um espaço de tempo para a mulher decidir se quer ou não ter o filho.;for
O aborto é um fato, ignorar e/ou proibir sua prática legal significa alimentar um inaceitável comércio de práticas insalubres e criminosas. No entanto, o aborto não deve ser tratado como uma rotina médica, como uma possibilidade contraceptiva.;for
Entendo que o aborto é uma escolha única e exclusiva da gestante. Entendo também que seria de muita valia o estado também oferecer de maneira mais efetiva opções para gestações não planejadas ou indesejadas. Penso que seria possível intensificar a educação sexual e o acompanhamento psicológico para grupos de risco, também entendo que o estado poderia tomar uma posição mais ativa para garantir que a gestante possa tomar a decisão que a permita melhor seguir com seus objetivos de vida.;for
 Acredito que ninguém além da mulher pode decidir o que fazer com o seu próprio corpo, acredito, também, apesar de ter pouco conhecimento em Biologia, da não vida de um feto a partir de determinada semana.  Logo, talvez o aborto deva ser legalizado, mas me abstenho um pouco desse tema, pois acredito que ele deva ser discutido por mulheres ;for
Acho que toda a minha opinião é baseada em que: A mulher precisa ter direito ao seu corpo, A legislação brasileira atualmente autoriza o aborto nos casos de estupro, quando a mãe corre risco de vida e em casos de bebês anencefálicos. A decisão de prosseguir, ou não, com uma gestação, não pode ser do estado. As mulheres precisam ter direito e autonomia sobre os seus corpos e se querem ou não prosseguir com uma gravidez. Outro ponto muito interessante, mas que a maioria das pessoas não pensa é: mulheres ricas abortam, as mulheres pobres morrem. A ilegalidade da prática de aborto no Brasil não significa que as mulheres deixem de realizá-lo. Estima-se que cerca de 8,7 milhões de brasileiras entre 18 e 49 anos realizaram o procedimento no Brasil. As mulheres ricas quando decidem interromper a gravidez podem arcar com os preços altíssimos cobrados por clínicas clandestinas, contudo as mulheres pobres utilizam-se de métodos caseiros perigosos ou de clínicas de péssima qualidade, acabam em hospitais públicos com hemorragias graves e em alguns casos chegam ao óbito. Países onde o aborto foi legalizado diminuíram os números de abortos e de morte materna: um estudo realizado pela OMS (organização mundial de saúde) mostra que nos países onde o aborto foi legalizado houve uma queda substancial no número de abortos realizados e alguns chegaram a zerar o número de mortes maternas, como por exemplo no Uruguai, onde eram realizados 33 mil abortos por ano e, após a legalização, o número de procedimentos passou a quatro mil, enquanto nos países onde a prática é criminalizada o procedimento não conseguiu ser freado. O estudo global chega à conclusão que a criminalização do aborto não é a solução para a diminuição da prática, mas sim políticas públicas de planejamento familiar, acesso à saúde e informação.;for
"Legalizar o aborto é uma forma de evitar que, pelo menos, três vidas sejam arruinadas (pai, mãe e a própria criança). Além do que, o que se deseja é a legalização do aborto feminino, o ""aborto"" por parte do pai já se vê há muito";for
O aborto deve ser legalizado porque do que adianta a pessoa ficar parindo um monte de filhos pra depois não conseguir sustentá-los e deixá-los livres a bandidagem;for
Deve ser legalizado, haja que a mulher deve ter autonomia sobre seu próprio corpo e a prática já ocorre por meios ilegais - tornando o processo menos acessível e mais perigoso para a saúde da mulher (tanto física quanto mental).;for
"Até onde chegam meus conhecimentos, a comunidade científica só consegue identificar o início das atividades neurais de um feto após o 3º mês. Em minha concepção o que nos torna ""vivos"" é nossa consciência, ou seja, o funcionamento correto de nosso sistema nervoso podendo fazer associações, tomar decisões, sentir emoções e etc. Portanto, no meu entendimento, não existe ""vida"" em um feto com menos de 3 meses. Tendo isso tudo em vista não acho incorreto o aborto por pura vontade da genitora antes do 3º mês de gestação pois não atenta contra a vida de nada ou ninguém além da própria vida da grávida. Considero o aborto, dentro do período mencionado, um método contraceptivo.";for
Não é justo ser obrigado a uma gestação contra a própria vontade. Se o desejo de uma mãe for interromper uma gestação, se o motivo for justo deve ser permitido, como por exemplo estupro.;for
Para mim, é antiética a ideia de que a vida do embrião seja tirada. entretanto muitas mulheres sofrem estupro conjugal ou são impedidas de usar pílula ou outro método, já que, ao terem vários filhos, são proibidas de trabalhar ou sair de casa e nesse caso sempre há exceção;against
A questão da legalização do aborto, além de tratar da liberdade individual das mulheres, é uma questão de saúde pública. Independentemente de ser legalizado ou não, hoje os abortos acontecem e de uma forma que, sem suporte do estado, causam grandes riscos a vida da mulher. Ainda, muitas vezes a família não tem condições econômicas e/ou psicológicas para cuidar de uma criança. Por fim, acredito que para evitar a gravidez precoce ou não desejada, o melhor caminho seja a educação sexual desde o começo da adolescência.;for
"Não sou a favor em nenhum caso, pois da mesma forma que a ""mãe"" teve oportunidades de escolha, criança que está em seu ventre também devera ter. Não é justo matar um inocente!";against
Existem vários pontos a serem analisados, qual motivo, condições e circunstâncias, doenças e epidemias, estudiosos do tema devem analisar pontos fundamentais, mas, no primeiro momento, sim.;for
A partir do momento em que há fecundação, se inicia o processo para gerar uma vida, e esta por sua vez tem um valor único para Deus, pois ele é o criador de toda vida.;against
A taxa de natalidade do Brasil está em 1,6%, ou seja, um casal não se repõe e a população tende a envelhecer. Acredito que legalizar o aborto contribuiria para aumentar o envelhecimento precoce da população brasileira. Acredito que melhorar as leis de adoção talvez seria uma melhor alternativa à legalização do aborto.;neutral
Creio que deva legalizar, pois muitos casos a mulher sofre um estupro e não pode abortar ou a justiça demora muito para aceitar ou não. Além de ser uma gravidez muito indesejada e muitas vezes a própria tende arcar com tudo sozinha, sem apoio de ninguém.;for
Só deve ter filhos quem quiser e se sentir preparado para tal tarefa, que muda a vida inteira de uma pessoa, principalmente a mulher, que passa por uma série de mudanças em seu corpo neste processo, e portanto deve ter total poder de escolha na criação de uma nova vida.;for
A legalização do aborto é um questão de saúde pública, diversas pessoas não têm condições para criar um novo filho(a), abortar seria uma opção para evitar diversos outros problemas. A primeira barreira aqui é a pessoa decidir que precisa fazer isso, pois os motivos que levam a pessoa ao aborto são individuais. A preocupação do Estado seria dar suporte social e psicológico para estas pessoas, e garantir que o procedimento seja feito de maneira segura.;for
Acredito que não é o fato do aborto ser ilegal que coíbe a gravidez. A ilegalidade só aumenta os casos de abortos feitos em circunstâncias perigosa. Mas acho que tem que haver um tempo limite para a decisão do aborto.;for
Pessoalmente, não consigo aceitar a ideia geral do aborto. Porém, sabemos que existem casos e casos onde mulheres procuram essa solução como último recurso, não apenas porque são pessoas más. Acredito numa política de apoio e que o aborto seja realizado como último recurso e apenas dentro de um período de tempo.;neutral
As pessoas deveriam ser livres para escolher a forma como vivem suas vidas de acordo com aquilo que avaliam ser melhores para si, ainda mais em casos de gravidez através de estupros e/ou abusos sexuais;for
Acho que muitas mulheres não possuem condições de criar um filho e o aborto diminuiria o número de crianças rejeitadas e com problemas psicológicos. Além disso, não acredito que deva ser conferido ao embrião o direito à vida.;for
O aborto deveria ser legalizado, para que mulheres pobres tenham acesso, pois o aborto precisa ser realizado por profissionais em clínicas seguras, levando em conta a vontade da mulher que está cuidando da criança. Com a proibição apenas mulheres com boas condições financeiras possuem acesso a esse aborto clandestino.;for
Tenho uma opinião mais conservadora em relação ao aborto, no sentido de que o mesmo não deveria ser utilizado como método contraceptivo arbitrariamente. Acredito que em casos específicos, como estupro ou ameaça grave a feto ou mãe (condição fatal caso haja a gestação, por exemplo) o aborto deve ser legalizado. Mas no caso de não uso de método contraceptivo, por exemplo, eu não acredito que o aborto deveria ser permitido;neutral
Primeiramente, legalização do aborto, não significa liberalização descontrolada do aborto. Pensar a forma adequada de se fazer isso, não será feito aqui. Tendo isso em mente, acredito que as mulheres deveriam ter acesso a profissionais qualificados para realizar esse procedimento (em contraponto a clínicas clandestinas ou outros métodos independentes). Acredito que (pelo menos no Brasil) as condições sobre as quais a criança nascerá é mais impactante na decisão do aborto que a proibição em si. Dessa forma, não acredito que a proibição seja a forma mais inteligente de lidar com esse problema. Novamente, não acredito que questões religiosas venham a caso.;for
Uma mulher deveria poder escolher o que fazer com o seu corpo. Atualmente, as mulheres que querem já conseguem fazer abortos, mas, como não há legalização, mulheres com menor poder aquisitivo se submetem a abortos em condições precárias que colocam suas vidas em risco. A legalização do aborto não deve aumentar a quantidade de abortos, mas aumentaria o suporte às mulheres que sentem que devem fazê-lo, garantindo sua saúde, segurança e acompanhamento psicológico adequado.;for
"Tenho a convicção de que a legalização do aborto, além de diminuir o número de mortes de mulheres por aborto clandestino, também diminuiria o número de abortos em si, pois por ser um processo oficial, passa a existir um controle em relação ao número de abortos, situações, entre outras coisas. Muitas pessoas se sentem desconfortáveis em ter uma evidência que oficializa o aborto, fazendo com que eles tomem mais cuidado para evitar ""acidentes"".";for
A mulher tem o direito de não passar pelo transtorno da gravidez, além de poder ser um problema pra infância da criança. As vezes a mãe e o pai não terão condições de dar cuidar de uma criança.;for
De maneira alguma o aborto deve ser liberado deliberadamente por vontade da mãe, as exceções seriam no caso de um estupro ou quando a mãe corre algum risco. Existem milhares de métodos anticoncepcionais, por que as pessoas não se utilizam desses métodos ao invés de tirar a vida de um ser que nem consegue se defender?;against
Este tema é bastante complexo pois se trata da vida de mais de uma pessoa em questão. A mulher provavelmente deveria ter a opção de o fazer de uma forma segura, principalmente em casos que não teve escolha como vítimas de estupro. Por outro lado, não é algo tão simples assim pois estamos lidando com uma possível vida de uma futura pessoa, então acredito que o ideal seria que houvesse muita educação sobre esse tema e sobre maternidade/paternidade em geral para que as pessoas pudessem realizar esse tipo de decisão com maior consciência.;for
A decisão de carregar uma gravidez deve ser somente de quem está sendo afetado por ela, se a pessoa deseja terminar com esse processo uma opção segura deve ser dada a ela;for
Sou a favor da legalização do aborto para casos de estupro e doenças específicas dos bebês, por exemplo aqueles que nascem acéfalos. Porém, acredito não ser correto liberar o aborto de todas as formas, pois vidas devem ser preservadas. É melhor não conceber do que findar uma vida.;neutral
A mulher precisa ter escolha se ela quer realmente ter o bebê ou não, ela precisa considerar se tem condições de cuidar do filho(a) e como ela poderia fazê-lo. Porque caso ela escolha abortar, ela poderia ter uma vida mais saudável do que ela tivesse uma cria para cuidar.;for
"A questão do aborto se concentra literalmente no conceito de quando se considera que há vida no útero. Logo, ao menos na minha opinião, enquanto não houver ""vida"" deveria ser permissível o aborto. Embora a questão de haver vida entra na questão do subjetivo.";for
Acredito que a partir do momento que ocorre a fecundação, o ser vivo começa a se desenvolver. No caso, um ser humano estaria se formando, logo o aborto não seria um ato comum, e sim um crime (com exceção);against
Primeiramente, é da mulher, e apenas dela, o direito de se decidir se ela irá levar adiante uma gestação ou não, não é direito do Estado e nem da Sociedade intervir nesta decisão, não é direito nem mesmo do possível pai da criança interditar o direito da mulher escolher se ela será mãe ou não. Enfim, se não haverá uma contrapartida da sociedade, de qualquer forma, para uma mãe criar o seu filho, nem houver uma segurança de futuro e apoio para essa criança, por que permitir que tal vida venha ao mundo, se a própria mãe não a quer?;for
Nenhum método contraceptivo é 100% eficaz. Muitos acreditam estar defendendo a vida do feto ao ser contra o aborto, mas ao mesmo tempo ignoram ou desprezam as crianças pobres já nascidas, e na maioria das vezes apoiam também a pena de morte.;for
A legalização do aborto é, de fato, um direito necessário. Já é cientificamente provado que o aborto não viola os direitos do feto, pois ocorre durante o processo de desenvolvimento embrionário em que ainda não há consciência do feto. Portanto, não é possível considerar que um ser inconsciente tenha o direito de vida. E por isso, o direito ainda é dos pais e, principalmente, da mãe.;for
Creio que abortar até quando o desenvolvimento do sistema nervoso do feto não começou não há problema. Mas para legalizar o aborto, deve-se haver condições rígidas para ser realizado.;neutral
Não vejo um feto negligenciado pela própria mãe como um ser com pleno direito de ter sua vida defendida. É um assunto complicado de fato, pois eu ainda tenho simpatia por situações assim e dificilmente apoiaria um aborto sem motivos extremos, mas a escolha não cabe a mim, e sim a mãe.;for
A legalização do aborto deve ser implantada para casos determinados em lei, como por exemplo : em casos de estupro, ou feto com alguma doença incurável;neutral
Abortar uma criança é desumano. Nem animais irracionais desdenham de suas crias, mas os humanos, por sua vontade egoísta de querer sempre não tem prejuízo, é capaz de matar o humano indefeso. Abortar é desumano, egoísta, irracional.;against
O ato de abortar uma criança é socialmente errado, visto que estamos matando uma pessoa. Claro, que mediante a situações como: prostituição, estrupo e outras violências sexuais, tão ação deve ser explorada com mais detalhe e autorizada. Já para mulheres e/ou casais que não tem condições financeiras de sustentar uma criança, existem formas de contornar isso sem a morte de alguém (nesse caso o bebê).;neutral
Acredito que da mesma forma que seja um direito do cidadão escolher o porte ou não de arma, entendo que deveria ser um direito das mulheres escolherem, afinal, se não houver meios legais, vão realizar de formas ilegais e arriscar suas vidas para isso. Entendo que isso há várias questões envolvidas e muitas pessoas opinam contra, mas acredito que ainda não entendemos os motivos das pessoas que queiram abortar.;for
A legalização do aborto é uma questão de saúde pública. Hoje, na forma que acontecem não há nenhum amparo. O que faz com que muitas mulheres morram em clinicas ilegais ou sofram com problemas acarretados por falta de suporte ou operações em péssimas condições. Com a legalização, o Estado e os centros médicos podem oferecer amparo psicológico e instrumental (para aquelas que manterem a decisão em abortar) prezando pela vida e a saúde da mulher.;for
Acho que deve ser mantida a legalização apenas em caso de estupro ou gravidez de risco, no mais acho que não se deve ser feito o aborto, pois sempre haverá uma família que vai acolher com amor.;for
A legalização do aborto pode diminuir a quantidade de mortes ou danos que são feitos à mulher por conta de abortos feitos ilegalmente. Aborto estes que seriam feitos em condições mais apropriados se a legalização ocorrer.;for
Cabe a cada indivíduo decidir o que irá fazer com a vida do filho(a) que irá conceber, na realidade, acredito que isso seja uma decisão extremamente difícil e delicada para uma mãe, optar pelo aborto, mas não cabe ao estado negar essa opção as mulheres, pois mesmo não legalizado, existem clinicas clandestinas que fazem esta operação e muitas vezes colocam a vida dos dois em risco.;for
"Há algum tempo estive lendo algumas pesquisas e descobri que o sistema nervoso começa a se formar a partir do segundo mês de gravidez. Talvez este fosse um limite aceitável para o aborto, visto que o bebê não sentiria dor. Mas proibir o aborto de livre e espontânea vontade quando se está numa segunda semana, por exemplo, eu acho complicado. De toda forma, a gravidez indesejada possui métodos contraceptivos que infelizmente a nossa educação não consegue repassar aos jovens, seja pela religião, seja pelo roubo do dinheiro público. Ou seja, talvez a ""real"" vida do bebê não seja o ponto mais essencial para aqueles que o decidem.";for
Na minha opinião ninguém gosta de aborto. Nem eu, nem a pessoa que o faz. A questão é que se a mulher deseja abortar, ela vai abortar de qualquer forma, independente da legalização ou não. Dessa forma, é melhor que ela possa fazer o aborto de forma segura do que ter que recorrer a métodos perigosos e clínicas clandestinas.;for
Mesmo minha religião sendo contra o aborto, eu acho que não posso ser contra a legalização, já que muitas mulheres querem isto, pois acham que é o melhor para elas. Para mim o aborto sempre será um erro, mas isso não significa que é errado para as outras pessoas e que deva ser totalmente banido da sociedade.;neutral
Em um pais no qual a maior preocupação das pessoas é de não engravidar ao invés de não pegar uma DST acredito que isso possa estimular a não proteção. Mas de qualquer maneira as pessoas deveriam ter o livre arbítrio de ter ou não o filho, pois o peso disso na vida é para sempre e talvez não colocar um ser no mundo seja melhor do que colocar um sem qualquer cuidado ou preparo.;neutral
Respondi talvez sim pois apesar de não conseguir concordar com o aborto, sei que muitas mulheres/meninas morrem efetuando procedimentos de riscos, acabando por falecer.;neutral
"Nenhuma vida é mais importante do que outra. Partindo desse princípio, nenhum indivíduo deveria se achar no direito de ceifar a vida de outrem. Além do mais, não há consenso sobre o instante que a vida surge e, em algum momento, quando do aborto, fere-se o Artigo 5º da Constituição Federal de 1988 que diz ""...Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade..."". Principalmente no tocante a inviolabilidade do direito à vida.";against
Concordo em partes. Depende muito da situação de como aconteceu a gravidez, o estado de saúde da mulher, etc. Mas não concordo com o aborto de crianças especiais, como Síndrome de Down. É um assunto muito relativo com várias variantes.;neutral
Hoje em dia, muitas mulheres lidam com gravidez indesejada. Algumas recorrem à métodos clandestinos para realização do aborto, pondo em risco sua própria vida. Creio que a legalização garantiria abortos mais seguros para a mulher. Ao mesmo tempo, penso que deveríamos ter políticas que desencorajassem o aborto e que evitassem que o aborto fosse necessário.;for
Essa é um tema muito polêmico, sou contrário à legalização generalizada, porém em certos casos acho que o aborto pode ser uma solução viável que deveria ser normalizado por leis.;neutral
Creio muito poucos sejam a favor do aborto como um ato, mas a legalização do direito ao aborto deveria ser uma opção da mulher. O aborto por definição é algo que acontece no corpo da mulher, nenhum homem deveria ter opção sobre sua realização ou não, simplesmente porque não acontece com outras partes do corpo, o que acontece no corpo de um ser humano é decisão dele exclusiva, enquanto em idade de decisão e gozando da sanidade suficiente para tal, portanto quem tem o direito da decisão sobre o aborto é a mulher, sendo também igualmente a responsável pelas consequências. Dito isso ao homem cabe o papel de opinião apenas no ato envolvido. Também é importante ressaltar que não é dever do estado defender crenças e opiniões religiosas, a religião como instituição deve ser capaz que orientar seus fiéis no sentido das práticas permitidas ou orientadas por cada religião. O estado ao assumir a posição de umas ou mais correntes religiosas perde sua características de laicidade e abrirá exceções a outras questões. Me parece óbvio mas necessário afirmar que a questão da legalização do aborto requer um preparação do estado para o pré e pós o aborto em termos de assistência a mulher, família e profissionais de saúde envolvidos, sendo com assistência hospitalar, psicológica, financeira e também de acolhimento.;neutral
Acredito que esta legalização deva ser levada em consideração não apenas para caso de estupros, mas como também para casos em que o casal não venha a ter recursos suficientes, em geral, para que possam criar e prover para a criança que nascerá. necessitando-se também um sistema que controle os abortos para que este não se torne algo comum, cômodo, e perca-se o controle.;for
O aborto certamente é uma forma de tirar a vida de um ser indefeso, que na maioria das vezes foi concebido conscientemente. Certamente, o aborto pode ser justificado em casos que a gravidez seja consequência de estupro ou incesto, que um médico competente conclua que a vida ou a saúde da mãe esteja em grave risco ou que um médico competente conclua que o feto é portador de defeitos graves que não permitirão que a criança sobreviva após o nascimento.;against
O aborto é coisa de foro íntimo, a mulher deve ser empoderada pelo controle do seu próprio corpo. Isso de certa forma faz parte do planejamento familiar (onde a mulher também é parte integrante), ninguém deve ser obrigada a ser mãe isso é uma decisão que concerne a mulher pois há muitos pais que abandonam a mulher. Tudo isso acontece por estrutura social machista que é propagada pela sociedade e pelo fazendo um recorte social dessa questão é que quem tem dinheiro vai a um pais onde é permitido o aborto, e ainda há a gravidade da saúde pública que quem quer fazer vai e faz mesmo ilegalmente e ai é que a vulnerabilidade social matando não só o bebe mas também a mãe que de certa forma deveria ter o direito à vida.;for
"Mesmo sem a legalização do aborto as pessoas recorrem a clínicas clandestinas para fazer o aborto, correndo risco de vida. Acho que deve ser legalizado talvez com algumas restrições para não ocasionar ""comum"" o aborto.";for
Aborto em somente em caso de estupro ou algum outro ato similar, onde a pessoa não teria o apreço necessário para levar adiante a educação da criança.;neutral
Se por um lado o direito de escolha da mulher deve ser preservado e todas deveriam ter direito a decidir sobre sua própria vida, de ao legalizar permitir maior segurança à vida, o risco da banalização ( que igualmente pode por a vida da mulher em risco) do procedimento como uma forma contraceptiva cotidiana não pode ser descartado.;for
O Conselho de Medicina defende a legalização do aborto num estudo amplo, Peter Singer entre outros. Fiz um estudo amplo e verifiquei os dois lados. O aborto no Brasil e países que ilegais não proíbem de fato o aborto, pois eles acontecem, a diferença entre o aborto clandestino e o legalizado é que um possui o limite de 12 ou 18 semanas, o que faz com que a maioria opte para respeitar tais regras, o outro usa agulha de tricô, cabo, tombos, coquetéis de remédios abortivos sem prescrição, entre outros, que além de matarem fetos com sinapses desenvolvidas de acima de 18 semanas (algo mais comum em aborto ilegal que o legalizado e que proíbe este tipo de aborto), mulheres acabam morrendo nas clínicas de aborto. Principalmente quem não possui condição social. Atribuem a culpa a prevenção, mas este não possui 100% de eficácia. Conclusão, ilegalidade não proíbe o aborto, e por não haver proibição do limite de 18 semanas, o número de abortos de fetos com sinapses nervosas desenvolvidas é maior (sentem dor), além da morte de mulheres por aborto clandestinos. Mas apesar disso, a legalização do aborto deve seguir uma rígida linha de educação sexual para mais prevenir do que remediar, o que a igreja quer acabar.;for
Mulheres tem direitos aos seus corpos e fetos não são seres humanos formados ainda. Pelo menos nos primeiros meses onde ainda nem tem sistema nervoso desenvolvido.;for
A legalização do aborto é imprescindível para melhorar as condições das mulheres que sofrem dentro da sociedade patriarcal. É direito delas de escolherem ter filhos, por exemplo, provenientes de algum caso de estupro. Afinal, a mentalidade de que o aborto é ilegal, sobretudo pelas religiões mais conservadoras, prejudica a liberdade de escolha da mulher grávida que sofre por condições financeiras (para as mulheres pobres) e psicológicas daquelas que tiverem filhos indesejados (por estupro, por exemplo). Portanto, legalizar o aborto proporcionaria maior autonomia a essa minoria social, além de evitar casos de abortos feitos por procedimentos inadequados pelas próprias mulheres, medos de serem repreendidas pela sociedade, as quais estariam submetidas a sequelas graves no momento do ato.;for
Existem vários motivos e situações que envolvem a escolha da mãe numa decisão como essa. Neste país não há leis que determinam por bom senso o que seria qualificável para tal decisão. As decisões podem ser tanto pelo bem estar da mãe quanto para o feto (caso ele não tenha desenvolvimento necessário do corpo para conseguir viver fora do útero, como por doenças, mal formações e anomalias...), a opção de parto humanitário na vida de muitas pessoas é algo necessário. Principalmente pelo fato de já existir formas ilegais e prejudiciais de abortos que colocam em risco a vida de muitas mulheres.;for
A legalização do aborto poderia contemplar casos muitíssimo particulares, como o estupro. Entretanto, a legalização pela simples vontade não me parece justa com a vida que vem nascer. Meus argumentos são principalmente religiosas, mas também baseados em duas experiências que vivi: (a) uma amiga que abortou e se arrepende profundamente até hoje e (b) minha ex-mulher insistiu em abortar e eu fui terminantemente contra e ela não o fez. Hoje temos um filho saudável, inteligente, super do bem e que provavelmente será aluno da USP. OBS.: Para que minha resposta não pareça incoerente em relação à da pena de morte, quero esclarecer que, pelas minhas convicções religiosas, a vida se estabelece no corpo humano no momento do nascimento.;against
De todos os assuntos, esse é o que mais me incomoda, triste ver que os argumentos a favor da legalização do aborto são em sua grande maioria egoístas. Correr o risco de tirar o dom da vida de uma pessoa é um crime. Uns dizem que em caso de estupro é perfeitamente justo realizar o aborto, mas justo em relação a quem? Por que conheço pessoas que nasceram por consequência de um estupro que hoje são gratos pelo dom da vida. Na verdade, ainda não conheci nenhum relato(claro que deve haver algum) de uma pessoa que preferia não ter a vida do que saber que é fruto de um estupro.;against
O governo deve ser pragmático ao tratar de questões de saúde pública. A nível individual há discrepâncias de opiniões sobre a legalidade do aborto, mas isso não impede que haja abortos. Nestes casos, o aborto deixa o aspecto ético e passa a ser um problema de saúde pública.;for
Se uma mulher está grávida, penso que cabe a ela decidir se quer dar continuidade a gravidez ou interrompê-la. O corpo é dela e ela deve ter a liberdade de fazer o que quiser com ele.;for
O aborto deveria ser legalizado porque há situações específicas em que a mãe deveria poder optar por o que acontece com seu corpo, e situações em que isso se faz necessário, como por exemplo, filhos gerados por estupradores. Além disso, não legalizar o aborto não significa que as mulheres vão deixar de fazê-lo, mas sim que vão deixar de ser assistidas nesse procedimento.;for
Creio que para cada caso deve ser feito uma análise. Acredito que para casos de gestação indesejada por estupro, deve ser levado em conta a situação psicológica da mulher e considerar que se for da vontade dela, seja passível de aceitação um aborto legalizado.;neutral
A morte é considerada quando não há atividade cerebral, por lógica, o início da vida deve ser quando há o início desta atividade. Portanto, seguindo tal raciocínio, o aborto deveria ser legalizado até o terceiro mês de gestação, em que não há, ainda, atividade cerebral.;for
Pessoas já tem recorrido ao aborto há séculos de forma ilegal, insalubre e colocam a própria vida em risco. A legalização deve ser acompanhada e autorizada por psicólogos, para reduzir as chances de que a pessoa volte a engravidar e querer abortar.;for
Nos primeiros estágios da gestação o feto mais parece um catarro do que um ser humano. Além disso, diversas pesquisas mostram que os índices de aborto pós legalização tendem a permanecer os mesmos quando comparados aos índices pré legalização (e em alguns casos até menores). O aborto no início da gravidez dá à mulher a liberdade e controle sobre o próprio corpo, assim como dá liberdade e controle sobre a própria vida. Não há necessidade de parar ou perturbar uma vida acadêmica ou profissional promissora, ou mudar tão bruscamente o rumo da vida íntima, se assim for o desejo da mãe.;for
Já existe um indústria do aborto e, por falta de acesso, muitas vezes mulheres submetem-se à situações de risco desnecessárias. Além do mais, o livre arbítrio deve prevalecer.;for
é muito simples para os homens cometeram irresponsabilidades e abortar da missão de ser pai, agora a mãe não tem o mesmo direito. uma mulher não pode ter seus direitos de escolha diminuídos por conta de leis que levam em conta conceitos religiosos, e não científicos, visto que habitamos um estado laico(pelo menos deveria ser ne...);for
A motivação tradicional e religiosa por trás da defesa da proibição do aborto pode ser feita por cada pessoa - se você é contra, apenas não realize a operação, mas não tire o direito de quem quer.;for
"O conflito de índices apresentados por ambos os lados (pró e contra) faz com que não possua opinião formada em relação a esse assunto, nunca busquei fontes apropriadas e nem pesquisei com maior profundidade o assunto para poder estabelecer qual lado está se utilizando de ""truques"" para passar a impressão errada sobre o real impacto da legalização. E por este motivo não tenho opinião formada sobre o assunto.";neutral
Apoio a legalização, entretanto apenas com o consentimento do seu parceiro (exceto pra casos de abuso) pois acredito que todas as mulheres escolher o que quer.;for
Eu penso que o direito à vida é fundamental, inclusive do nascituro, permitir o aborto é legalizar a pena de morte. Existem métodos contraceptivos para casos de estupro (pílulas contraceptivas...) entre outras formas de evitar a gravidez.;against
A mulher deve ter o direito sobre o seu próprio corpo e escolher o que fazer de melhor para ele, sendo em situações em que ela não tem condições de criar uma criança ou situações em que a gravidez foi um acidente, é ela quem decide o que fazer com o feto/embrião.;for
Novamente, não é uma religião ou uma moral que tem q impedir as pessoas de algo. As mulheres já abortam, o negócio é fazer isso com segurança e sem risco de morte ou deixar q as pobres morram e as ricas vão até os ela abortar.;for
